Grau;Área;Emitir;Código;Descrição
1;Ler literatura;Integração de conhecimento e ideias;RL.1.7;Utilize ilustrações e detalhes em uma história para descrever seus personagens, cenário ou eventos.
1;Ler literatura;Integração de conhecimento e ideias;RL.1.8;(Não aplicável. Para expectativas em relação às mensagens ou lições principais das histórias, consulte o Padrão de Leitura Literária 2.)
1;Ler literatura;Integração de conhecimento e ideias;RL.1.9;Compare e contraste as aventuras e experiências dos personagens nas histórias.
1;Ler literatura;Alcance de leitura e nível de complexidade do texto;RL.1.10;Com orientação e apoio, leia e compreenda textos literários que representem uma variedade de gêneros, culturas e perspectivas e que apresentem um nível de complexidade apropriado para, pelo menos, o primeiro ano do ensino fundamental. Veja mais informações sobre as dimensões qualitativas e quantitativas da complexidade textual.
1;Leitura de um texto informativo;Ideias e detalhes principais;RI.1.1;Faça e responda perguntas sobre detalhes importantes em um texto.
1;Leitura de um texto informativo;Ideias e detalhes principais;RI.1.2;Identifique o tema principal e reconte os detalhes essenciais de um texto.
1;Leitura de um texto informativo;Ideias e detalhes principais;RI.1.3;Descreva a conexão entre duas pessoas, eventos, ideias ou informações em um texto.
1;Leitura de um texto informativo;Artesanato e estrutura;RI.1.4;Faça e responda perguntas para ajudar a determinar ou esclarecer o significado de palavras e frases em um texto. (Consulte os Padrões de Linguagem da 1ª série, 4 a 6, sobre a aplicação do vocabulário à leitura.)
1;Leitura de um texto informativo;Artesanato e estrutura;RI.1.5;Conhecer e utilizar diversos recursos textuais (por exemplo, títulos, sumários, glossários, menus eletrônicos, ícones) para localizar fatos ou informações importantes em um texto.
1;Leitura de um texto informativo;Artesanato e estrutura;RI.1.6;Diferencie entre informações fornecidas por imagens ou outras ilustrações e informações fornecidas pelas palavras em um texto.
1;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.1.7;Utilize ilustrações e detalhes do texto para descrever suas ideias principais.
1;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.1.8;Identifique as razões que um autor apresenta para sustentar seus argumentos em um texto.
1;Leitura de um texto informativo;Integração de conhecimento e ideias;RI.1.9;Identificar semelhanças e diferenças básicas entre dois textos sobre o mesmo tema (por exemplo, em ilustrações, descrições ou procedimentos).
1;Leitura de um texto informativo;Alcance de leitura e nível de complexidade do texto;RI.1.10;Com orientação e apoio, leia e compreenda textos informativos com complexidade adequada para alunos de pelo menos o primeiro ano do ensino fundamental. (Veja mais informações sobre as dimensões qualitativas e quantitativas da complexidade textual.)
1;Habilidades fundamentais de leitura;Conceitos de impressão;RF.1.1;Demonstrar compreensão da organização e das características básicas da impressão.
1;Habilidades fundamentais de leitura;Conceitos de impressão;RF.1.1.a;Reconhecer as características distintivas de uma frase (por exemplo, primeira palavra, letras maiúsculas, pontuação final).
1;Habilidades fundamentais de leitura;Consciência fonológica;RF.1.2;Demonstrar compreensão de palavras faladas, sílabas e sons (fonemas).
1;Habilidades fundamentais de leitura;Consciência fonológica;RF.1.2.a;Diferenciar entre sons vocálicos longos e curtos em palavras monossilábicas faladas.
1;Habilidades fundamentais de leitura;Consciência fonológica;RF.1.2.b;Produzir oralmente palavras monossilábicas combinando sons (fonemas), incluindo combinações de consoantes.
1;Habilidades fundamentais de leitura;Consciência fonológica;RF.1.2.c;Isolar e pronunciar os sons vocálicos iniciais, mediais e finais (fonemas) em palavras monossilábicas faladas.
1;Habilidades fundamentais de leitura;Consciência fonológica;RF.1.2.d;Segmentar palavras faladas monossilábicas em sua sequência completa de sons individuais (fonemas).
1;Habilidades fundamentais de leitura;Fonética e reconhecimento de palavras;RF.1.3;Conhecer e aplicar habilidades de fonética e análise de palavras adequadas ao nível escolar para decodificar palavras.
1;Habilidades fundamentais de leitura;Fonética e reconhecimento de palavras;RF.1.3.a;Aprenda a correspondência entre a grafia e a pronúncia dos dígrafos consonantais comuns.
1;Habilidades fundamentais de leitura;Fonética e reconhecimento de palavras;RF.1.3.b;Decodifique palavras monossilábicas escritas regularmente.
1;Habilidades fundamentais de leitura;Fonética e reconhecimento de palavras;RF.1.3.c;Aprenda sobre o -e final e as convenções vocálicas comuns para representar sons vocálicos longos.
1;Habilidades fundamentais de leitura;Fonética e reconhecimento de palavras;RF.1.3.d;Utilize o conhecimento de que cada sílaba deve ter um som vocálico para determinar o número de sílabas em uma palavra impressa.
1;Habilidades fundamentais de leitura;Fonética e reconhecimento de palavras;RF.1.3.e;Decodifique palavras dissílabas seguindo padrões básicos, dividindo as palavras em sílabas.
1;Habilidades fundamentais de leitura;Fonética e reconhecimento de palavras;RF.1.3.f;Leia palavras com terminações flexionais.
1;Habilidades fundamentais de leitura;Fonética e reconhecimento de palavras;RF.1.3.g;Reconhecer e ler palavras com ortografia irregular adequadas ao nível de escolaridade.
1;Habilidades fundamentais de leitura;Fluência;RF.1.4;Leia com precisão e fluência suficientes para facilitar a compreensão.
1;Habilidades fundamentais de leitura;Fluência;RF.1.4.a;Leia textos adequados ao seu nível de escolaridade com propósito e compreensão.
1;Habilidades fundamentais de leitura;Fluência;RF.1.4.b;Ler textos adequados ao nível de escolaridade em voz alta, com precisão, ritmo apropriado e expressividade em leituras sucessivas.
1;Habilidades fundamentais de leitura;Fluência;RF.1.4.c;Utilize o contexto para confirmar ou autocorrigir o reconhecimento e a compreensão das palavras, relendo conforme necessário.
1;Escrita;Tipos e finalidades dos textos;W.1.1;Escreva artigos de opinião que introduzam o tema ou mencionem o livro sobre o qual você está escrevendo, expressem uma opinião, apresentem uma justificativa para essa opinião e ofereçam uma conclusão.
1;Escrita;Tipos e finalidades dos textos;W.1.2;Escreva textos informativos/explicativos que apresentem um tópico, forneçam alguns fatos sobre o tópico e ofereçam uma conclusão.
1;Escrita;Tipos e finalidades dos textos;W.1.3;Escreva narrativas em prosa ou poesia que relatem dois ou mais eventos ou experiências em sequência apropriada, inclua alguns detalhes sobre o que aconteceu ou foi vivenciado, use palavras temporais para indicar a ordem quando apropriado e forneça algum contexto.
1;Escrita;Tipos e finalidades dos textos;W.1.3.a;Para poemas, use palavras que rimam e palavras que repetem sons de vogais longas e curtas para criar estrutura (veja o Padrão 2a das Habilidades Essenciais de Leitura da 1ª Série).
1;Escrita;Produção e distribuição de obras escritas;W.1.4;Produzir textos escritos cujo desenvolvimento e organização sejam adequados à tarefa, ao propósito e ao público-alvo. (As expectativas específicas para cada nível de escolaridade em relação aos tipos de escrita estão definidas nos Padrões 1 a 3 acima.)
1;Escrita;Produção e distribuição de obras escritas;W.1.5;Com a orientação e o apoio de adultos, concentre-se em um tópico, responda às perguntas e sugestões de seus colegas e adicione detalhes para aprimorar a escrita, conforme necessário.
1;Escrita;Produção e distribuição de obras escritas;W.1.5.b;Demonstrar a capacidade de escolher e usar vocabulário apropriado (conforme descrito nos Padrões de Linguagem 4 a 6 até o primeiro ano, inclusive).
1;Escrita;Produção e distribuição de obras escritas;W.1.6;Com a orientação e o apoio de adultos, utilize uma variedade de ferramentas digitais para produzir e publicar textos, inclusive em colaboração com colegas.
1;Escrita;Pesquisa para construir e apresentar conhecimento;W.1.7;Participar em projetos colaborativos de pesquisa e escrita (por exemplo, explorar uma série de livros didáticos sobre um determinado tema e utilizá-los para escrever uma sequência de instruções).
1;Escrita;Pesquisa para construir e apresentar conhecimento;W.1.8;Com a orientação e o apoio de adultos, recordar informações de experiências ou reunir informações de fontes fornecidas para responder a uma pergunta.
1;Escrita;Intervalo de escrita;W.1.10;Escreva regularmente para uma variedade de tarefas, propósitos e públicos.
1;Falar e ouvir;Compreensão e colaboração;SL.1.1;Participe de conversas colaborativas com diversos parceiros sobre temas e textos do primeiro ano do ensino fundamental, com colegas e adultos, em grupos pequenos e grandes.
1;Falar e ouvir;Compreensão e colaboração;SL.1.1.a;Respeite as regras acordadas para as discussões (por exemplo, ouça os outros atentamente, fale um de cada vez sobre os tópicos e textos em discussão).
1;Falar e ouvir;Compreensão e colaboração;SL.1.1.b;Desenvolver a conversa com base no que os outros dizem? Responder aos comentários dos outros por meio de múltiplas interações.
1;Falar e ouvir;Compreensão e colaboração;SL.1.1.c;Faça perguntas para esclarecer quaisquer dúvidas sobre os tópicos e textos em discussão.
1;Falar e ouvir;Compreensão e colaboração;SL.1.2;Fazer e responder perguntas sobre detalhes importantes em um texto lido em voz alta ou em informações apresentadas oralmente ou por outros meios.
1;Falar e ouvir;Compreensão e colaboração;SL.1.3;Faça e responda perguntas sobre o que um orador diz para obter informações adicionais ou esclarecer algo que não foi compreendido.
1;Falar e ouvir;Apresentação de conhecimento e ideias;SL.1.4;Descreva pessoas, lugares, coisas e eventos com detalhes relevantes, expressando ideias e sentimentos com clareza e usando vocabulário apropriado. (Consulte os Padrões de Linguagem da 1ª Série, 4-6, para expectativas específicas de vocabulário.)
1;Falar e ouvir;Apresentação de conhecimento e ideias;SL.1.5;Adicione desenhos ou outras apresentações visuais às descrições quando apropriado para esclarecer ideias, pensamentos e sentimentos.
1;Falar e ouvir;Apresentação de conhecimento e ideias;SL.1.6;Produza frases completas quando apropriado para a tarefa e a situação. (Consulte o Padrão de Linguagem 1 do 1º ano para expectativas específicas.)
1;Linguagem;Convenções padrão do inglês;L.1.1;"Demonstrar domínio das convenções gramaticais e do uso do inglês padrão na escrita e na fala; reter e desenvolver ainda mais as habilidades linguísticas aprendidas nas séries anteriores."
1;Linguagem;Convenções padrão do inglês;L.1.1.a;Estrutura e significado das frases: produção e expansão de frases simples e compostas.
1;Linguagem;Convenções padrão do inglês;L.1.1.b;Estrutura e significado das frases: demonstrar compreensão de que uma pergunta é um tipo de frase.
1;Linguagem;Convenções padrão do inglês;L.1.1.c;Estrutura e significado das frases: Use substantivos no singular e no plural com os verbos correspondentes nas frases.
1;Linguagem;Convenções padrão do inglês;L.1.1.d;Estrutura e significado das frases: Utilize verbos para transmitir a ideia de passado, presente e futuro.
1;Linguagem;Convenções padrão do inglês;L.1.1.e;Uso de palavras: Utilize substantivos comuns, próprios e possessivos.
1;Linguagem;Convenções padrão do inglês;L.1.1.f;Uso de palavras: Utilize pronomes pessoais, possessivos e indefinidos.
1;Linguagem;Convenções padrão do inglês;L.1.1.g;Uso de palavras: Utilize preposições, adjetivos, advérbios, conjunções e artigos que aparecem com frequência.
