"dia","grado","asignatura","area","codigo","descricao"
30,"1º","Bíblia","Discernimento Espiritual","1.SD.2.d","Posso explicar que Jesus morreu pela minha salvação."
31,"1º","Bíblia","Cosmovisão Bíblica","1.BW.3.a","Posso explicar por que preciso ler a Palavra de Deus regularmente."
32,"1º","Bíblia","Cosmovisão Bíblica","1.BW.3.a","Posso explicar por que preciso ler a Palavra de Deus regularmente."
33,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.a","Posso dar exemplos de como mostrar respeito a outros que têm diferentes origens familiares ou tradições."
34,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.a","Posso dar exemplos de como mostrar respeito a outros que têm diferentes origens familiares ou tradições."
35,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.b","Posso identificar aqueles que Deus colocou em autoridade sobre mim."
36,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.b","Posso identificar aqueles que Deus colocou em autoridade sobre mim."
37,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.c","Posso listar maneiras de mostrar bondade aos outros em minhas ações e palavras."
38,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.c","Posso listar maneiras de mostrar bondade aos outros em minhas ações e palavras."
39,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.d","Posso dar exemplos de maneiras de mostrar compaixão por pessoas pobres ou necessitadas."
40,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.d","Posso dar exemplos de maneiras de mostrar compaixão por pessoas pobres ou necessitadas."
41,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.i","Posso resumir a história da Criação, Adão e Eva, e a Queda."
42,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.i","Posso resumir a história da Criação, Adão e Eva, e a Queda."
43,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.ii","Posso resumir a história de Noé."
44,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.ii","Posso resumir a história de Noé."
45,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.iii","Posso resumir a história de Josué e Calebe."
46,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.iii","Posso resumir a história de Josué e Calebe."
47,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.iv","Posso resumir a história de Rute e Noemi."
48,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.iv","Posso resumir a história de Rute e Noemi."
49,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.b","Posso explicar como os Dez Mandamentos se aplicam a mim hoje."
50,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.b","Posso explicar como os Dez Mandamentos se aplicam a mim hoje."
51,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.c","Posso sequenciar os eventos da vida de José."
52,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.c","Posso sequenciar os eventos da vida de José."
53,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.d","Posso recontar a história do nascimento de Jesus e descrever como Ele era quando menino."
54,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.d","Posso recontar a história do nascimento de Jesus e descrever como Ele era quando menino."
55,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.e","Posso identificar pessoas como Pedro, Estêvão, Filipe e Paulo, e as maneiras como ajudaram a edificar a igreja primitiva."
56,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.e","Posso identificar pessoas como Pedro, Estêvão, Filipe e Paulo, e as maneiras como ajudaram a edificar a igreja primitiva."
57,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.f","Posso memorizar os versículos bíblicos principais (Salmos 100:3, Salmos 119:9,11, João 3:16, Efésios 4:32) e explicar o que significam com minhas próprias palavras."
58,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.f","Posso memorizar os versículos bíblicos principais (Salmos 100:3, Salmos 119:9,11, João 3:16, Efésios 4:32) e explicar o que significam com minhas próprias palavras."
59,"1º","Bíblia","Discernimento Espiritual","1.SD.2.a","Posso dar exemplos de confiar em Deus mesmo quando coisas difíceis acontecem."
60,"1º","Bíblia","Discernimento Espiritual","1.SD.2.a","Posso dar exemplos de confiar em Deus mesmo quando coisas difíceis acontecem."
61,"1º","Bíblia","Discernimento Espiritual","1.SD.2.b","Posso listar diferentes maneiras de adorar a Deus."
62,"1º","Bíblia","Discernimento Espiritual","1.SD.2.b","Posso listar diferentes maneiras de adorar a Deus."
63,"1º","Bíblia","Discernimento Espiritual","1.SD.2.c","Posso explicar como sou único e criado à imagem de Deus."
64,"1º","Bíblia","Discernimento Espiritual","1.SD.2.c","Posso explicar como sou único e criado à imagem de Deus."
65,"1º","Bíblia","Discernimento Espiritual","1.SD.2.d","Posso explicar que Jesus morreu pela minha salvação."
66,"1º","Bíblia","Discernimento Espiritual","1.SD.2.d","Posso explicar que Jesus morreu pela minha salvação."
67,"1º","Bíblia","Cosmovisão Bíblica","1.BW.3.a","Posso explicar por que preciso ler a Palavra de Deus regularmente."
68,"1º","Bíblia","Cosmovisão Bíblica","1.BW.3.a","Posso explicar por que preciso ler a Palavra de Deus regularmente."
69,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.a","Posso dar exemplos de como mostrar respeito a outros que têm diferentes origens familiares ou tradições."
70,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.a","Posso dar exemplos de como mostrar respeito a outros que têm diferentes origens familiares ou tradições."
71,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.b","Posso identificar aqueles que Deus colocou em autoridade sobre mim."
72,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.b","Posso identificar aqueles que Deus colocou em autoridade sobre mim."
73,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.c","Posso listar maneiras de mostrar bondade aos outros em minhas ações e palavras."
74,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.c","Posso listar maneiras de mostrar bondade aos outros em minhas ações e palavras."
75,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.d","Posso dar exemplos de maneiras de mostrar compaixão por pessoas pobres ou necessitadas."
76,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.d","Posso dar exemplos de maneiras de mostrar compaixão por pessoas pobres ou necessitadas."
77,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.i","Posso resumir a história da Criação, Adão e Eva, e a Queda."
78,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.i","Posso resumir a história da Criação, Adão e Eva, e a Queda."
79,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.ii","Posso resumir a história de Noé."
80,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.ii","Posso resumir a história de Noé."
81,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.iii","Posso resumir a história de Josué e Calebe."
82,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.iii","Posso resumir a história de Josué e Calebe."
83,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.iv","Posso resumir a história de Rute e Noemi."
84,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.iv","Posso resumir a história de Rute e Noemi."
85,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.b","Posso explicar como os Dez Mandamentos se aplicam a mim hoje."
86,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.b","Posso explicar como os Dez Mandamentos se aplicam a mim hoje."
87,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.c","Posso sequenciar os eventos da vida de José."
88,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.c","Posso sequenciar os eventos da vida de José."
89,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.d","Posso recontar a história do nascimento de Jesus e descrever como Ele era quando menino."
90,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.d","Posso recontar a história do nascimento de Jesus e descrever como Ele era quando menino."
91,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.e","Posso identificar pessoas como Pedro, Estêvão, Filipe e Paulo, e as maneiras como ajudaram a edificar a igreja primitiva."
92,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.e","Posso identificar pessoas como Pedro, Estêvão, Filipe e Paulo, e as maneiras como ajudaram a edificar a igreja primitiva."
93,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.f","Posso memorizar os versículos bíblicos principais (Salmos 100:3, Salmos 119:9,11, João 3:16, Efésios 4:32) e explicar o que significam com minhas próprias palavras."
94,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.f","Posso memorizar os versículos bíblicos principais (Salmos 100:3, Salmos 119:9,11, João 3:16, Efésios 4:32) e explicar o que significam com minhas próprias palavras."
95,"1º","Bíblia","Discernimento Espiritual","1.SD.2.a","Posso dar exemplos de confiar em Deus mesmo quando coisas difíceis acontecem."
96,"1º","Bíblia","Discernimento Espiritual","1.SD.2.a","Posso dar exemplos de confiar em Deus mesmo quando coisas difíceis acontecem."
97,"1º","Bíblia","Discernimento Espiritual","1.SD.2.b","Posso listar diferentes maneiras de adorar a Deus."
98,"1º","Bíblia","Discernimento Espiritual","1.SD.2.b","Posso listar diferentes maneiras de adorar a Deus."
99,"1º","Bíblia","Discernimento Espiritual","1.SD.2.c","Posso explicar como sou único e criado à imagem de Deus."
100,"1º","Bíblia","Discernimento Espiritual","1.SD.2.c","Posso explicar como sou único e criado à imagem de Deus."
101,"1º","Bíblia","Discernimento Espiritual","1.SD.2.d","Posso explicar que Jesus morreu pela minha salvação."
102,"1º","Bíblia","Discernimento Espiritual","1.SD.2.d","Posso explicar que Jesus morreu pela minha salvação."
103,"1º","Bíblia","Cosmovisão Bíblica","1.BW.3.a","Posso explicar por que preciso ler a Palavra de Deus regularmente."
104,"1º","Bíblia","Cosmovisão Bíblica","1.BW.3.a","Posso explicar por que preciso ler a Palavra de Deus regularmente."
105,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.a","Posso dar exemplos de como mostrar respeito a outros que têm diferentes origens familiares ou tradições."
106,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.a","Posso dar exemplos de como mostrar respeito a outros que têm diferentes origens familiares ou tradições."
107,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.b","Posso identificar aqueles que Deus colocou em autoridade sobre mim."
108,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.b","Posso identificar aqueles que Deus colocou em autoridade sobre mim."
109,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.c","Posso listar maneiras de mostrar bondade aos outros em minhas ações e palavras."
110,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.c","Posso listar maneiras de mostrar bondade aos outros em minhas ações e palavras."
111,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.d","Posso dar exemplos de maneiras de mostrar compaixão por pessoas pobres ou necessitadas."
112,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.d","Posso dar exemplos de maneiras de mostrar compaixão por pessoas pobres ou necessitadas."
113,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.i","Posso resumir a história da Criação, Adão e Eva, e a Queda."
114,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.i","Posso resumir a história da Criação, Adão e Eva, e a Queda."
115,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.ii","Posso resumir a história de Noé."
116,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.ii","Posso resumir a história de Noé."
117,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.iii","Posso resumir a história de Josué e Calebe."
118,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.iii","Posso resumir a história de Josué e Calebe."
119,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.iv","Posso resumir a história de Rute e Noemi."
120,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.iv","Posso resumir a história de Rute e Noemi."
121,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.b","Posso explicar como os Dez Mandamentos se aplicam a mim hoje."
122,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.b","Posso explicar como os Dez Mandamentos se aplicam a mim hoje."
123,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.c","Posso sequenciar os eventos da vida de José."
124,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.c","Posso sequenciar os eventos da vida de José."
125,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.d","Posso recontar a história do nascimento de Jesus e descrever como Ele era quando menino."
126,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.d","Posso recontar a história do nascimento de Jesus e descrever como Ele era quando menino."
127,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.e","Posso identificar pessoas como Pedro, Estêvão, Filipe e Paulo, e as maneiras como ajudaram a edificar a igreja primitiva."
128,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.e","Posso identificar pessoas como Pedro, Estêvão, Filipe e Paulo, e as maneiras como ajudaram a edificar a igreja primitiva."
129,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.f","Posso memorizar os versículos bíblicos principais (Salmos 100:3, Salmos 119:9,11, João 3:16, Efésios 4:32) e explicar o que significam com minhas próprias palavras."
130,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.f","Posso memorizar os versículos bíblicos principais (Salmos 100:3, Salmos 119:9,11, João 3:16, Efésios 4:32) e explicar o que significam com minhas próprias palavras."
131,"1º","Bíblia","Discernimento Espiritual","1.SD.2.a","Posso dar exemplos de confiar em Deus mesmo quando coisas difíceis acontecem."
132,"1º","Bíblia","Discernimento Espiritual","1.SD.2.a","Posso dar exemplos de confiar em Deus mesmo quando coisas difíceis acontecem."
133,"1º","Bíblia","Discernimento Espiritual","1.SD.2.b","Posso listar diferentes maneiras de adorar a Deus."
134,"1º","Bíblia","Discernimento Espiritual","1.SD.2.b","Posso listar diferentes maneiras de adorar a Deus."
135,"1º","Bíblia","Discernimento Espiritual","1.SD.2.c","Posso explicar como sou único e criado à imagem de Deus."
136,"1º","Bíblia","Discernimento Espiritual","1.SD.2.c","Posso explicar como sou único e criado à imagem de Deus."
137,"1º","Bíblia","Discernimento Espiritual","1.SD.2.d","Posso explicar que Jesus morreu pela minha salvação."
138,"1º","Bíblia","Discernimento Espiritual","1.SD.2.d","Posso explicar que Jesus morreu pela minha salvação."
139,"1º","Bíblia","Cosmovisão Bíblica","1.BW.3.a","Posso explicar por que preciso ler a Palavra de Deus regularmente."
140,"1º","Bíblia","Cosmovisão Bíblica","1.BW.3.a","Posso explicar por que preciso ler a Palavra de Deus regularmente."
141,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.a","Posso dar exemplos de como mostrar respeito a outros que têm diferentes origens familiares ou tradições."
142,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.a","Posso dar exemplos de como mostrar respeito a outros que têm diferentes origens familiares ou tradições."
143,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.b","Posso identificar aqueles que Deus colocou em autoridade sobre mim."
144,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.b","Posso identificar aqueles que Deus colocou em autoridade sobre mim."
145,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.c","Posso listar maneiras de mostrar bondade aos outros em minhas ações e palavras."
146,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.c","Posso listar maneiras de mostrar bondade aos outros em minhas ações e palavras."
147,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.d","Posso dar exemplos de maneiras de mostrar compaixão por pessoas pobres ou necessitadas."
148,"1º","Bíblia","Aplicação à Vida e Serviço","1.LAS.4.d","Posso dar exemplos de maneiras de mostrar compaixão por pessoas pobres ou necessitadas."
149,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.i","Posso resumir a história da Criação, Adão e Eva, e a Queda."
150,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.i","Posso resumir a história da Criação, Adão e Eva, e a Queda."
151,"1º","Bíblia","Alfabetização Bíblica","1.BL.1.a.ii","Posso resumir a história de Noé."
